sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,activation_information,bid,cbid,code,color,computer_manufacturers,contrast_ratio,cost,country_of_manufacture,country_orgin,cpu_speed,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,delivery,delivery_included,description,dimension,em_deal,em_featured,em_hot,em_label_bestseller,em_label_new,em_label_saleoff,enable_googlecheckout,finish,gallery,gender,gift_message_available,harddrive_speed,hardrive,has_options,height,image,image_label,in_depth,length,manufacturer,max_resolution,media_gallery,megapixels,memory,meta_description,meta_keyword,meta_title,minimal_price,model,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,offer_type,options_container,page_layout,price,processor,qty_in_pack,ram_size,required_options,response_time,room,sales_notes,screensize,shape,shirt_size,shoe_size,shoe_type,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,type_prefix,updated_at,url_key,url_path,vendor_code,visibility,weight,width,yml_export,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,Default,simple,Автокресла/CBX by Cybex/Isis,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512106019,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183719060,,,,,,,,2013-12-03 10:54:32,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/0/d/0d7d364a6463dc1420bc346b96977e20.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis Pure Black,,,vendor.model,Блок после информационной колонки,,6860.0000,,2,,0,,,,,,,,,,/0/d/0d7d364a6463dc1420bc346b96977e20.jpg,,,,,1,2,/0/d/0d7d364a6463dc1420bc346b96977e20.jpg,,,2014-03-30 14:09:58,isis-pure-black,isis-pure-black.html,,4,15.0000,0.49,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/0/d/0d7d364a6463dc1420bc346b96977e20.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514106013,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183795293,,,,,,,,2013-12-03 10:54:35,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/6/9/6992a2b207dab03f81304470a1593d09.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis Rumba Red,,,vendor.model,Блок после информационной колонки,,6860.0000,,2,,0,,,,,,,,,,/6/9/6992a2b207dab03f81304470a1593d09.jpg,,,,,1,2,/6/9/6992a2b207dab03f81304470a1593d09.jpg,,,2014-03-30 14:09:02,isis-rumba-red,isis-rumba-red.html,,4,15.0000,0.49,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/6/9/6992a2b207dab03f81304470a1593d09.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512106025,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183718513,,,,,,,,2013-12-03 10:54:37,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/5/9/59398220d76878c575151f2de335e483.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis Water Colours,,,vendor.model,Блок после информационной колонки,,6700.0000,,2,,0,,,,,,,,,,/5/9/59398220d76878c575151f2de335e483.jpg,,,,,1,2,/5/9/59398220d76878c575151f2de335e483.jpg,,,2014-03-30 14:08:40,isis-water-colours,isis-water-colours.html,,1,15.0000,0.49,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/5/9/59398220d76878c575151f2de335e483.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512107023,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183718629,,,,,,,,2013-12-03 10:54:41,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/5/2/52f292e911302bd450ec10a0071394f5.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis-Fix Chilli Pepper,,,vendor.model,Блок после информационной колонки,,8500.0000,,2,,0,,,,,,,,,,/5/2/52f292e911302bd450ec10a0071394f5.jpg,,,,,1,2,/5/2/52f292e911302bd450ec10a0071394f5.jpg,,,2014-03-30 14:08:15,isis-fix-chilli-pepper,isis-fix-chilli-pepper.html,,4,17.6000,0.49,0,13.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/5/2/52f292e911302bd450ec10a0071394f5.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis-Fix,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514107031,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183795255,,,,,,,,2013-12-03 10:54:43,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/d/4/d4c4b52123401920edb5e5b754b21848.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis-Fix Grey Rabbit,,,vendor.model,Блок после информационной колонки,,8100.0000,,2,,0,,,,,,,,,,/d/4/d4c4b52123401920edb5e5b754b21848.jpg,,,,,1,2,/d/4/d4c4b52123401920edb5e5b754b21848.jpg,,,2014-03-30 14:07:50,isis-fix-grey-rabbit,isis-fix-grey-rabbit.html,,1,17.6000,0.49,0,18.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/d/4/d4c4b52123401920edb5e5b754b21848.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis-Fix,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512107019,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183719169,,,,,,,,2013-12-03 10:54:46,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/5/9/59c329fc43b6b4dcbde1192efd6366fa.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis-Fix Pure Black,,,vendor.model,Блок после информационной колонки,,8500.0000,,2,,0,,,,,,,,,,/5/9/59c329fc43b6b4dcbde1192efd6366fa.jpg,,,,,1,2,/5/9/59c329fc43b6b4dcbde1192efd6366fa.jpg,,,2014-03-30 14:07:15,isis-fix-pure-black,isis-fix-pure-black.html,,4,17.6000,0.49,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/5/9/59c329fc43b6b4dcbde1192efd6366fa.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis-Fix,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514107023,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183795217,,,,,,,,2013-12-03 10:54:49,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/6/7/678dfed5364bc08d420fe842547a588e.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis-Fix Rumba Red,,,vendor.model,Блок после информационной колонки,,8500.0000,,2,,0,,,,,,,,,,/6/7/678dfed5364bc08d420fe842547a588e.jpg,,,,,1,2,/6/7/678dfed5364bc08d420fe842547a588e.jpg,,,2014-03-30 14:06:49,isis-fix-rumba-red,isis-fix-rumba-red.html,,4,17.6000,0.49,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/6/7/678dfed5364bc08d420fe842547a588e.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis-Fix,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512107025,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183718643,,,,,,,,2013-12-03 10:54:52,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.65,/6/6/66656ddedb8b4b551fe9f9f5f995f728.jpg,,,0.72,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Isis-Fix Water Colours,,,vendor.model,Блок после информационной колонки,,8500.0000,,2,,0,,,,,,,,,,/6/6/66656ddedb8b4b551fe9f9f5f995f728.jpg,,,,,1,2,/6/6/66656ddedb8b4b551fe9f9f5f995f728.jpg,,,2014-03-30 14:06:25,isis-fix-water-colours,isis-fix-water-colours.html,,4,17.6000,0.49,0,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/6/6/66656ddedb8b4b551fe9f9f5f995f728.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Isis-Fix,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 1/2/3 (9-36кг) универсальные,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514112015,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183795477,,,,,,,,2013-12-03 10:54:56,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.57,/9/a/9ae895e577b0a829c68ef846ae1fded7.jpg,,,0.62,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Solution Blue Moon,,,vendor.model,Блок после информационной колонки,,4350.0000,,2,,0,,,,,,,,,,/9/a/9ae895e577b0a829c68ef846ae1fded7.jpg,,,,,1,2,/9/a/9ae895e577b0a829c68ef846ae1fded7.jpg,,,2014-03-30 14:05:49,solution-blue-moon,solution-blue-moon.html,,1,13.1000,0.44,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/9/a/9ae895e577b0a829c68ef846ae1fded7.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Solution,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 2/3 (15-36кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512112027,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183718766,,,,,,,,2013-12-03 10:54:59,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.57,/8/8/88f2de9d22eaa1c75688257c45de1429.jpg,,,0.62,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Solution Cobblestone,,,vendor.model,Блок после информационной колонки,,4350.0000,,2,,0,,,,,,,,,,/8/8/88f2de9d22eaa1c75688257c45de1429.jpg,,,,,1,2,/8/8/88f2de9d22eaa1c75688257c45de1429.jpg,,,2014-03-30 14:05:22,solution-cobblestone,solution-cobblestone.html,,4,13.1000,0.44,0,0.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,0,,1,0,1,1,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/8/8/88f2de9d22eaa1c75688257c45de1429.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Solution,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 2/3 (15-36кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512112019,,Default,simple,CBX by Cybex ,Root Catalog,base,,,,4250183719268,,,,,,,,2013-12-03 10:55:01,,,,,,0,,,0,0,0,0,0,0,1,,,,,,,0,0.57,/a/1/a1c1b66582ea935b5ed0c40dbd00106e.jpg,,,0.62,Cybex,,,,,,,,,,,Использовать настройки конфигурации,Использовать настройки конфигурации,Solution Pure Black,,,vendor.model,Блок после информационной колонки,,4620.0000,,2,,0,,,,,,,,,,/a/1/a1c1b66582ea935b5ed0c40dbd00106e.jpg,,,,,1,2,/a/1/a1c1b66582ea935b5ed0c40dbd00106e.jpg,,,2014-03-30 14:04:47,solution-pure-black,solution-pure-black.html,,1,13.1000,0.44,0,17.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,703,/a/1/a1c1b66582ea935b5ed0c40dbd00106e.jpg,,1,0
,,Default,simple,CBX by Cybex /Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/CBX by Cybex/Solution,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла,Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Default,simple,Автокресла/Группа 2/3 (15-36кг),Root Catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
